station,province,lat,lon,coord_source,1911_n,1911_cap,1912_n,1912_cap,1913_n,1913_cap,1914_n,1914_cap,1915_n,1915_cap,1916_n,1916_cap,1917_n,1917_cap,1918_n,1918_cap,1919_n,1919_cap,1920_n,1920_cap,1921_n,1921_cap,1923_n,1923_cap,1924_n,1924_cap,1925_n,1925_cap,1926_n,1926_cap,1927_n,1927_cap,1928_n,1928_cap,1929_n,1929_cap,1930_n,1930_cap,1939_n,1939_cap,1940_n,1940_cap,1941_n,1941_cap,1943_n,1943_cap
Smiley,SASKATCHEWAN,51.63417,-109.47048,cgn_direct,,,,,2,60000,2,60000,2,60000,3,90000,3,90000,,,3,90000,,,1,,1,,1,,3,90000,3,90000,3,90000,3,90000,1,,3,95000,3,85000,3,95000,6,190000,3,93000
Smith,ALBERTA,55.16278,-114.03694,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6000,1,6000,2,12100,,
Smith Spur,MANITOBA,,,,,,,,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,30000,2,60000,2,60000,1,40000
Smiths,MANITOBA,49.35389,-97.50167,cgn_direct,1,25000,1,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smoky Lake,ALBERTA,54.11,-112.47583,cgn_direct,,,,,,,,,,,,,,,,,2,60000,2,65000,2,65000,3,95000,3,95000,3,95009,3,100000,3,95000,5,155000,5,157000,5,157700,5,150000,5,182000,10,302000,5,151000
Smuts,SASKATCHEWAN,52.43495,-106.11451,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,80000,2,80000,2,77000,4,154000,2,77000
Snipe Lake,SASKATCHEWAN,51.16548,-108.88769,cgn_direct,,,,,,,,,,,,,6,180000,5,150000,4,110000,4,110000,4,110000,4,85000,4,110000,4,110000,4,110000,4,110000,4,110000,1,,4,115000,4,106000,4,141000,8,282000,4,141000
Snowden,SASKATCHEWAN,53.48953,-104.68027,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,2,70000,1,35000
Snowflake,MANITOBA,49.0475,-98.65917,cgn_direct,3,79300,2,54000,2,54000,3,85000,1,,3,75000,3,71500,,,,,3,66500,3,66500,3,66000,3,66000,2,41000,2,41000,2,41000,3,81000,3,81000,3,81000,2,56000,2,56000,4,112000,2,56000
Solsgirth,MANITOBA,50.49028,-100.91389,cgn_direct,2,31200,2,40000,2,40000,,,1,,2,45000,2,221000,,,,,3,93000,3,93000,,,3,93000,3,95000,3,100000,4,130000,5,152000,5,155000,5,150000,,,3,131000,6,262000,3,131000
Solsgrith,MANITOBA,50.49028,-100.91389,agent_high,,,,,,,2,40000,,,,,,,,,,,,,,,3,93000,,,,,,,,,,,,,,,3,125000,,,,,,
Somerset,MANITOBA,49.41222,-98.66056,cgn_direct,3,76000,3,80000,3,80000,3,80000,3,60000,3,70000,1,,3,70000,3,78000,3,56500,3,56500,3,56500,3,56500,3,56500,4,106500,4,98500,4,112000,4,112000,4,112000,3,100000,6,200000,6,200000,3,100000
Somme,SASKATCHEWAN,52.57901,-102.97583,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,1,30000
Somme Siding,SASKATCHEWAN,52.57901,-102.97583,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,,,,
Sonnenfeld,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65000,,,,,,,,,,,,,,,,
Sonningdale,SASKATCHEWAN,52.38401,-107.68091,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,95000,3,97000,3,97000,3,82000,3,82000,6,174000,3,87000
Sootsguard,SASKATCHEWAN,49.72346,-108.14665,agent_high,,,,,,,,,,,,,,,,,,,,,5,143000,,,,,,,,,,,,,,,,,,,,,,,,
Sorel,ONTARIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2000000,,,,,,,,
Sorel,QUEBEC,46.03333,-73.10833,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3000000,1,3000000,2,6000000,1,3000000
Souchey,SASKATCHEWAN,50.94287,-104.49961,agent_high,,,,,,,,,,,,,5,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Souris,MANITOBA,49.61722,-100.26028,cgn_direct,3,136000,3,145000,3,145000,3,145000,1,,3,125000,3,125600,,,,,3,135600,3,135600,3,135600,3,135600,2,105000,2,105000,2,105000,3,155000,3,155000,3,155000,3,380000,3,380000,6,475000,3,375000
Souris River,SASKATCHEWAN,49.08743,-102.27152,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,50000,,
Souris Valley,SASKATCHEWAN,49.42643,-104.16839,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,30000,1,30000,1,35000,1,35000,1,35000,2,70000,1,35000
South Fork,SASKATCHEWAN,49.59373,-108.71935,cgn_direct,,,,,,,,,1,30000,2,60000,3,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southey,SASKATCHEWAN,50.94287,-104.49961,cgn_direct,3,85000,3,85000,4,115000,4,115000,4,115000,4,110000,,,5,135000,5,135000,5,135000,5,135000,5,135000,5,135000,6,187000,6,192000,6,192000,6,210000,5,195000,5,173000,5,152000,5,152000,10,310000,5,155000
Southfork,SASKATCHEWAN,49.59373,-108.71935,cgn_direct,,,,,,,1,30000,,,,,,,3,90000,3,90000,3,85000,3,85000,3,85000,3,85000,3,85000,3,90000,3,90000,3,90000,3,90000,3,86000,3,75000,3,75000,6,160000,3,80000
Southminster,SASKATCHEWAN,53.21995,-109.96676,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35000,1,35000,1,35000,1,35000,2,65000,2,65000,4,130000,2,65000
Sovereign,SASKATCHEWAN,51.5116,-107.7212,cgn_direct,2,60000,4,130000,4,130000,4,130000,4,130000,4,145000,5,165000,5,180000,5,180000,5,180000,5,180000,5,180000,5,180000,5,180000,5,175000,5,160000,5,165000,5,165000,5,157000,5,182000,5,182000,10,440000,5,220000
Spadden,ALBERTA,54.13861,-111.72556,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,1,30000,,
Spalding,SASKATCHEWAN,52.3291,-104.49572,cgn_direct,,,,,,,,,,,,,,,,,,,,,2,60000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,81000,3,81000,6,156000,3,78000
Spedden,ALBERTA,54.13861,-111.72556,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000
Speers,SASKATCHEWAN,52.70733,-107.55818,cgn_direct,,,,,1,,3,99000,3,90000,3,85000,4,147000,4,143000,4,143000,4,143000,4,143000,4,143000,4,143000,4,143000,4,168000,4,181000,4,168000,1,,4,157000,4,156000,4,158000,8,296000,4,159000
Sperling,MANITOBA,49.50806,-97.70472,cgn_direct,3,92000,3,92000,3,90000,3,97000,3,92000,3,92000,1,,3,92000,3,92000,3,92000,3,92000,3,92000,3,92000,3,92000,4,152000,4,150000,4,150000,4,150000,4,150000,3,125000,6,250000,6,250000,3,125000
Spirit River,ALBERTA,55.77861,-118.83667,cgn_direct,,,,,,,,,1,30000,1,30000,2,60000,3,80000,3,80000,2,70000,2,70000,2,70000,2,70000,2,70000,2,70000,3,105000,5,185000,5,185000,5,180000,5,169000,5,209000,10,418000,2,80000
Spiritwood,SASKATCHEWAN,53.3665,-107.51731,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,95000,4,177000,4,179000,8,358000,4,184000
Spondin,ALBERTA,51.8525,-111.61111,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40000,1,40000,2,80000,1,40000
Spring Coulee,ALBERTA,49.33444,-113.05167,cgn_direct,3,85000,3,80000,1,,2,65000,2,60000,2,60000,3,95000,3,95000,3,95000,3,90000,,,,,,,3,90000,,,3,105000,,,3,105000,3,100000,3,116000,3,138000,6,232000,3,116000
Spring Coulée,ALBERTA,49.33444,-113.05167,cgn_direct,,,,,,,,,,,,,,,,,,,,,3,90000,3,90000,3,90000,,,3,105000,,,3,105000,,,,,,,,,,,,
Spring Valley,SASKATCHEWAN,49.94342,-105.40313,cgn_direct,,,,,1,30000,1,30000,2,55000,2,55000,3,85000,3,89000,3,89000,3,89000,3,89000,3,89000,3,89000,4,117000,3,87000,3,87000,3,87000,1,,3,86000,3,77000,3,77000,6,154000,3,77000
Springaside,SASKATCHEWAN,51.34477,-102.74231,agent_high,,,,,,,3,115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springhill,MANITOBA,50.28806,-99.58306,cgn_direct,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,25000,1,45000,1,45000,1,45000,1,45000,2,90000,2,90000,1,45000
Springside,SASKATCHEWAN,51.34477,-102.74231,cgn_direct,2,80000,3,115000,3,115000,,,3,115000,3,115000,5,175000,4,145000,4,145000,4,145000,4,145000,4,127000,4,127000,4,127000,4,127000,4,125000,4,135000,4,135000,4,130000,4,125000,4,125000,8,250000,4,125000
Springwater,SASKATCHEWAN,51.97129,-108.37806,cgn_direct,,,,,1,30000,3,90000,3,90000,3,90000,3,90000,,,3,90000,3,90000,1,,1,,1,,4,125000,4,120000,4,120000,4,120000,1,,4,140000,4,130000,4,129000,8,258000,4,129000
Spruce Grove,ALBERTA,53.55389,-113.90222,cgn_direct,2,55000,2,55000,2,55000,2,60000,1,30000,1,30000,,,2,70000,3,90000,3,93000,3,85000,2,70000,2,70000,2,70000,2,70000,2,75000,3,105000,3,110000,3,106300,3,105000,3,135000,6,206000,3,103000
Spruce Grove,MANITOBA,,,,,,,,,,,,,,,,2,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spruce Grove Centre,ALBERTA,,,,,,,,,,,,1,30000,,,1,30000,1,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spruce Lake,SASKATCHEWAN,53.54304,-109.0867,cgn_direct,,,,,,,,,,,,,,,,,,,,,2,65000,2,60000,2,60000,2,60000,2,60000,2,58000,2,60000,2,53000,2,53000,3,101000,3,111000,6,222000,3,111000
SpruceGroveCentre,ALBERTA,,,,,,,,,,,,,,1,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spy Hill,MANITOBA,50.60326,-101.68608,cgn_direct,2,60000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,,,3,90000,2,60000,1,,1,,1,,2,60000,2,60000,2,60000,2,60000,2,58000,2,58000,1,30000,1,30000,2,60000,1,30000
St. Agathe,MANITOBA,49.56611,-97.18333,agent_high,1,15000,1,15000,1,15000,1,15000,1,15000,,,,,,,,,1,17000,1,17000,1,17000,1,17000,1,17000,,,1,17000,1,17000,,,1,17000,,,,,,,,
St. Albert,ALBERTA,53.63694,-113.62028,cgn_direct,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,50000,2,65000,2,65000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,80000,2,60000,3,95000,3,90000,2,69000,2,69000,4,138000,2,69000
St. Aldwyn,SASKATCHEWAN,50.42647,-107.70301,cgn_direct,4,110000,4,106000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60000,2,60000,2,61000,2,61000,4,122000,1,
St. Alpehe,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47000,,,1,47000
St. Alphege,SASKATCHEWAN,52.37664,-108.63114,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,94000,,
St. Alphége,SASKATCHEWAN,52.37664,-108.63114,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47000,,,,,,
St. Anne,MANITOBA,49.66972,-96.64944,agent_high,1,8000,1,8000,1,8000,1,8000,1,8000,,,,,1,8000,,,1,8000,1,8000,1,8000,1,8000,1,8000,,,,,,,,,,,1,30000,2,60000,2,70000,1,35000
St. B. M,MANITOBA,,,,,,,,,,,,,,,,,,2,53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Benedict,SASKATCHEWAN,52.56813,-105.38973,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62000,3,95000,3,95000,6,190000,1,
St. Bireux,SASKATCHEWAN,52.63842,-104.88508,agent_high,,,,,,,,,,,,,3,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Boniface,BRITISH COLUMBIA,,,,,,,,,,,,,,,,,,1,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Boniface,MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,3,1280000,3,1280000,1,1000000,3,1180000,,,,,3,185000,5,325000,2,105000,2,105000,2,105000,,,6,1220000,9,1253000,7,1225000,6,1100450,,,1,25000,2,,,
St. Boniface,ONTARIO,,,,,,,,,,,,,,,,,,,,1,120000,,,1,120000,,,,,,,,,,,,,,,,,,,,,,,,
St. Boniface Mfg. E,MANITOBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,70000,1,70000,,,,,,,,,,,,,,
St. Boniface..... (See pages 24 and 37),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125000,,,,,,
St. Boniface..... (See pages 24 and 38),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,820000,,,,,,
St. Boniface..... (See pages 25 and 38),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125000
St. Boniface..... (See pages 25 and 39),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,125000,,,2,1120000
St. Boniface..... (See pages 25 and 40),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1120000,,,,
St. Boniface..... (See pages 26 and 39),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,250000,,
St. Boniface..... (See pages 26 and 40),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2240000,,
St. Boniface..... (See pages 37 and 38),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,425000,,,,,,
St. Boniface..... (also C.N.R.),MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25000,2,25000,,,,,,,,
St. Boniface.....*,MANITOBA,49.875,-97.07972,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1035000,,,,,,,,,,,,,,,,,,
St. Boswell's,SASKATCHEWAN,50.04457,-106.83969,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,5,145000,5,145000,5,145000,5,150000,5,145000,5,145000,4,79000,3,79000,6,158000,3,79000
St. Boswells,SASKATCHEWAN,50.04457,-106.83969,cgn_direct,,,,,,,,,,,,,,,,,,,1,30000,3,90000,5,145000,5,145000,,,,,,,,,,,,,,,,,,,,
St. Brieux,SASKATCHEWAN,52.63842,-104.88508,cgn_direct,,,,,,,1,25000,1,30000,2,65000,,,3,150000,3,150000,3,150000,3,150000,4,185000,4,185000,4,185000,4,155000,4,152000,4,148000,4,130000,4,130000,4,164000,4,184000,8,364000,4,182000
St. Claude,MANITOBA,49.65861,-98.34167,cgn_direct,1,21000,1,29000,1,30000,2,65000,2,65000,2,66000,2,50000,,,,,2,57000,2,57000,2,57000,2,57000,2,57000,2,57000,2,68000,2,68000,2,68000,2,68000,2,62000,2,62000,4,124000,2,62000
St. Gregor,SASKATCHEWAN,52.18081,-104.83099,cgn_direct,1,30000,1,30000,1,,2,60000,2,60000,2,60000,3,83000,2,60000,2,60000,2,60000,2,60000,3,90000,3,90000,3,90000,3,90000,3,90000,3,90000,3,95000,3,107000,3,114000,3,114000,6,228000,3,114000
St. Jean,MANITOBA,49.26556,-97.33972,agent_high,2,36000,2,41000,2,41000,2,41000,2,41000,2,50000,2,50000,2,50000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,2,60000,1,,2,60000,2,60000,2,65000,4,130000,4,130000,2,65000
St. John's,MANITOBA,49.925,-97.13333,cgn_direct,,,,,,,,,,,,,,,3,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"St. John, N.B",QUEBEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,500000,1,500000,,,1,500000
St. Julien,SASKATCHEWAN,52.71307,-105.87286,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40000,,,,,,,,,,
St. Kilda,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,
St. Louis,MANITOBA,,,,,,,,,,,,,,1,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Louis,SASKATCHEWAN,52.92112,-105.80915,cgn_direct,,,,,,,1,30000,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,2,60000,2,60000,2,61000,2,61000,4,122000,2,61000
St. M. M,MANITOBA,,,,,,,,,,,,,,,,,,4,116400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Michael,ALBERTA,53.83028,-112.63583,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,200000,6,200000,1,,6,196000,12,376000,6,188000
St. Ouens,MANITOBA,50.05028,-96.45167,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,27000
St. Paul de Metis,ALBERTA,53.99278,-111.29611,agent_medium,,,,,,,,,,,,,,,,,,,3,100000,,,,,,,,,,,6,207000,6,207000,6,217000,,,6,229000,6,227000,12,454000,6,227000
St. Paul de Métis,ALBERTA,53.99278,-111.29611,agent_medium,,,,,,,,,,,,,,,,,,,,,3,112000,4,142000,4,142000,5,174000,5,167000,,,,,,,6,212000,,,,,,,,
St. Rose du Lac,MANITOBA,51.05944,-99.52333,agent_high,1,25000,1,26000,1,26000,1,30000,1,30000,1,30000,2,58000,,,,,3,110000,3,110000,3,110000,3,110000,3,110000,,,2,80000,1,,,,1,28000,1,28000,1,28000,2,56000,1,28000
St. Vincent,SASKATCHEWAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,3,90000,,,,,,,,,,
St. Walberg,SASKATCHEWAN,53.62956,-109.20003,agent_high,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,
St. Walburg,SASKATCHEWAN,53.62956,-109.20003,cgn_direct,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,,,1,30000,2,60000,2,60000,3,90000,3,90000,3,91000,3,88000,3,106000,6,212000,3,106000
Stalwart,SASKATCHEWAN,51.22995,-105.44172,cgn_direct,,,1,,2,60000,3,90000,4,120000,3,90000,4,120000,4,117000,4,117000,4,120000,4,120000,4,120000,4,120000,4,120000,4,115000,4,106000,4,103000,4,101000,4,103000,4,100000,4,100000,8,206000,4,103000
Standard,ALBERTA,51.10972,-112.98361,cgn_direct,,,,,1,30000,1,30000,2,60000,2,60000,4,155000,4,155000,4,145000,4,160000,4,160000,4,180000,4,180000,4,180000,4,180000,5,215000,6,255000,6,253000,6,249000,6,235000,6,267000,12,476000,6,238000
Stanmore,ALBERTA,51.57972,-111.5125,cgn_direct,,,,,2,65000,1,,3,110000,3,125000,4,155000,1,,4,175000,4,175000,4,190000,3,160000,3,160000,3,160000,3,145000,2,113000,2,108000,2,107500,2,107000,2,84000,2,86000,4,172000,2,86000
Staplehurst,ALBERTA,53.35333,-110.08056,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,1,35000,1,35000,1,35000,1,35000,1,57000,2,70000,1,35000
Star,ALBERTA,53.81972,-112.77556,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,102000,4,132000,4,132000,,,4,130000,8,260000,4,130000
Star City,SASKATCHEWAN,52.86181,-104.33172,cgn_direct,2,55000,4,115000,1,,4,110000,4,125000,4,115000,4,120000,5,215000,5,252000,6,247000,5,247000,6,272000,6,272000,6,272000,6,272000,6,277000,6,275000,6,259000,6,256000,5,235000,5,235000,10,470000,5,235000
Star..... (See page 142),ALBERTA,53.81972,-112.77556,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20000,,,,,,
Star..... (See page 167),ALBERTA,53.81972,-112.77556,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Starbuck,MANITOBA,49.77222,-97.61722,cgn_direct,2,55000,2,55000,2,55000,2,55000,1,,2,45000,2,45000,,,,,2,45000,2,45000,2,45000,2,45000,2,45000,2,45000,3,95000,3,105000,3,105000,3,105000,3,125000,3,125000,6,250000,3,125000
Station. 1,QUEBEC,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station: 1,ONTARIO,,,,,,,,9,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations 2,ONTARIO,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations. 1,ONTARIO,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations. 2,ONTARIO,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations. 2,QUEBEC,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations. 4,ALBERTA,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations. 4,ONTARIO,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stations. 5,ONTARIO,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staveley,ALBERTA,50.16111,-113.64167,agent_high,3,155000,,,,,,,3,155000,,,,,,,,,,,,,,,,,4,192000,4,200000,5,260000,6,290000,6,325000,6,325000,,,,,,,,
Stavely,ALBERTA,50.16111,-113.64167,cgn_direct,,,3,150000,1,,3,155000,,,,,4,200000,4,192000,4,192000,4,192000,4,192000,4,192000,4,192000,,,,,,,,,,,,,1,,6,343500,12,679000,6,339500
Ste Agathe,MANITOBA,49.56611,-97.18333,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000
Ste. Agathe,MANITOBA,49.56611,-97.18333,cgn_direct,,,,,,,,,,,,,,,,,1,17000,,,,,,,,,,,1,17000,,,,,1,17000,,,1,30000,2,60000,2,60000,,
Ste. Anne,MANITOBA,49.66972,-96.64944,cgn_direct,,,,,,,,,,,1,8000,2,16000,,,1,8000,,,,,,,,,,,1,10000,1,10000,1,10000,1,10000,1,10000,,,,,,,,
Ste. Rose du Lac,MANITOBA,51.05944,-99.52333,cgn_direct,,,,,,,,,,,,,,,3,85000,3,115000,,,,,,,,,,,2,80000,,,,,1,20000,,,,,,,,,,
Steelesbrook,SASKATCHEWAN,,,,,,,,,,,,,,,,3,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelman,SASKATCHEWAN,49.2925,-102.59222,cgn_direct,,,,,2,60000,2,60000,2,60000,2,60000,2,60000,,,2,60000,1,,2,60000,1,,1,,2,60000,2,60000,2,60000,3,95000,3,95000,3,95000,2,60000,2,65000,4,130000,2,65000
Steen,SASKATCHEWAN,52.67841,-103.52833,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30000,1,30000,2,60000,1,30000
Stelcam,SASKATCHEWAN,50.33391,-105.25965,cgn_direct,,,,,,,,,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,2,65000,2,65000,2,65000,2,65000,2,60000,2,60000,2,60000,2,60000,2,60000,2,58000,2,58000,4,116000,2,58000
Stelcman,SASKATCHEWAN,49.2925,-102.59222,agent_high,,,,,,,1,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stencen,SASKATCHEWAN,51.90122,-102.38438,agent_high,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stenen,SASKATCHEWAN,51.90122,-102.38438,cgn_direct,,,,,,,2,55000,2,55000,2,55000,,,,,3,85000,3,115000,4,145000,5,190000,5,190000,5,190000,5,190000,5,185000,5,185000,5,187000,5,193000,4,127000,4,152000,8,312000,4,132000
Stenon,SASKATCHEWAN,51.90122,-102.38438,agent_medium,,,,,,,,,,,,,3,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephenfield,MANITOBA,49.50278,-98.25,cgn_direct,1,28000,1,24000,1,24000,1,25000,1,25000,1,30000,1,23000,1,23000,1,23000,1,23000,1,23000,1,23000,1,23000,1,23000,1,23000,1,30000,1,30000,1,30000,1,30000,1,32000,2,64000,2,36000,1,18000
Steppes,SASKATCHEWAN,49.61483,-102.18709,cgn_direct,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,30000,1,25000,1,25000,1,23000,1,23000,2,46000,1,23000
Sterling,ALBERTA,49.49694,-112.51306,agent_high,,,,,,,,,,,,,1,25000,1,25000,1,25000,1,25000,1,25000,2,63000,2,63000,2,63000,2,63000,2,63000,3,98000,,,,,,,,,,,,
Stern,SASKATCHEWAN,,,,,,,,,,,,,,,,4,145000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sternaway,SASKATCHEWAN,,,,2,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stettler,ALBERTA,52.32389,-112.70444,cgn_direct,4,115000,3,110000,1,,2,75000,3,85000,1,10000,2,70000,3,80000,3,80000,3,130000,3,130000,4,160000,3,130000,3,130000,4,152000,4,152000,,,1,30000,1,30000,1,22000,2,55000,3,110000,2,55000
Stettler..... (See page 146),ALBERTA,52.32389,-112.70444,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30000,,
Stettler..... (See page 159),ALBERTA,52.32389,-112.70444,cgn_direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
